diameter
84.42
31.77
34.59
57.45
59.54
41.18
44.99
14.98
22.57
29.77
18
337.14
63.45
1.43
39.77
52.77
63.29
78.46
59.98
82.08
66.57
30.15
163.24
51.42
28.15
86.21
37.98
164.46
133.67
74.14
157.38
6.86
64.87
13.69
61.93
23.74
33.31
26.72
110.16
43.49
16.63
39.06
41.73
68.74
85.74
68.32
14.86
15.92
108.64
35.87
28.1
39.09
82.94
536.37
43.24
90.44
113.87
49.99
46.45
16.66
173.24
122
15.86
28.5
13.35
57.36
143.95
59.24
145.21
44.46
38.39
16.81
47.6
37.77
113.6
34.35
87.84
2.85
24.98
29.65
14.16
31.41
42.68
76.84
81.84
65.79
4.34
199.46
22.3
31.26
45.17
3.48
8.7
38.82
1.51
11.98
11.51
88.29
59.69
31.08
93.73
37.77
59.82
0.1
12.42
2.98
37.23
94.6
42.83
83.95
1.22
94.1
41.39
0.61
3.84
30.83
154.44
71.38
66.28
24.21
73.77
200.65
41.22
81.13
4.46
37.77
73.66
0.63
172.79
7.36
1.22
97.52
5.12
145.54
1.8
84.72
53.15
70.03
54.96
30.85
34.54
48.65
3.05
91.4
55.56
12.39
116.07
32.3
5.37
27.99
158.07
94.22
32.75
31.67
29.49
55.88
91.67
55.1
45.54
67.79
27.44
41.87
76.21
6.81
11.71
71.2
24.38
68.12
121.37
43.47
55.98
77.47
13.44
94.7
24.03
56.25
78.78
0.1
80.43
97.97
22.86
27.67
68.08
40.49
423.41
14.63
67.91
0.2
44.97
113.71
59.35
51.15
21.05
61.59
41.17
61.67
29.37
22.87
19.17
46.44
49.83
65.87
16.61
6.28
60.46
10.31
18.27
33.48
110.96
49.52
72.23
70.41
73.47
42.28
61.75
78.67
73.02
79.94
78.45
68.64
26.88
48.73
201.16
40.87
82.05
72.93
121.02
0.42
0.96
1.79
108.13
33.47
41.87
49.51
39.84
60.92
67.5
92.03
85.88
98.87
94.57
93.08
70.66
47.28
41.12
108.2
127.36
232.77
10.08
55.25
95.28
143.05
59.98
78.75
40.84
12.55
18.86
61.53
56.45
48.87
88.74
62.48
87.41
184.06
76.95
14.67
5.04
32.86
64.07
55.44
36.67
93.47
104.21
71.44
115.18
102.57
12.96
22.35
87.58
15.4
59.95
9.29
40.96
64.37
88.43
62.14
100.63
79.85
53.47
42.97
319.46
36.8
114.34
100.68
49.88
41.31
75.7
69.59
212.36
40.87
345.99
65.11
41.4
40.81
66.53
25.51
67.57
39.7
55.66
91.4
71.4
51.46
95.06
127.55
53.9
87.53
54.88
46.13
1.5
26.91
47.64
21.05
153.67
24.95
2.17
114.97
50.29
144.55
18.81
54.77
82.44
71.91
68.37
10.17
17.23
61.28
25.11
10.48
45.52
1.62
27.76
113.77
75.08
51.25
19.96
126.64
51.31
64.85
47.62
29.85
43.28
108.65
22.16
17.88
44.43
70.81
155.66
71.79
65.83
16.8
162.56
49.14
117.85
24.07
27.5
29.52
53.77
0.56
89.37
89.85
24.09
84.06
4.35
152.67
7.15
43.7
128.42
0.82
91.65
24.49
11.43
67.66
46.85
41.67
166.12
181.15
60.83
38.98
103.37
3.08
15.98
49.98
48.03
15.55
77.88
9.6
29.75
97.67
74.57
31.42
103.34
1.86
1.83
55.09
62.24
8.8
7.38
71.33
81.74
44.38
54.56
86.4
56.74
4.69
110.07
24.2
212.18
179.36
62.82
97.28
77.4
87.55
11.13
56.87
85.8
24.57
52.09
316.39
36.67
51.94
61.31
100.08
25.47
211.42
41.53
54.93
107.82
99.5
22.13
63.8
8.28
17.28
67.84
55.39
45.01
47.57
102.63
20.92
15.99
48.47
24.82
75.12
37.61
24.05
92.9
23.67
18.8
46.52
48.13
51.82
67.94
74.36
37.73
14.67
62.7
66.94
97.67
12.56
68.89
11.67
44.17
35.6
1.59
125.55
25.12
0.1
74.65
12.15
32.87
6.04
84.26
85.98
41.13
40.79
17.08
150.89
27.97
1.9
16.99
119.04
30.86
88.19
25.57
13.21
66.74
68.48
47.72
38.94
129.74
112.18
30.72
63.28
36.61
0.42
32.29
109.8
63.12
71.54
13.77
43.76
129.87
53.85
42.43
47.51
68.62
54.72
69.76
58.52
62.17
164.34
71.66
8.39
11.61
52.87
41.04
0.95
15.34
32.83
42.18
24.85
10.06
59.28
127.22
33.15
42.58
39.81
6.43
0.48
8.19
12.36
40.54
28.07
57.32
36.35
33.99
62.31
43.19
59.95
31.33
41.15
30.75
13.45
24.59
54.64
8.28
17.61
18.02
98.59
8.03
35.67
66.39
117.25
0.47
86.43
83.97
38.23
32.81
52.15
34.14
53.75
34.63
68.42
29.61
13.03
30.87
7.05
17.68
44.16
24.97
8.5
76.17
159.95
65.59
44.21
184.39
28.53
6.78
11.22
85.29
20.94
21.71
57.04
39.29
8.12
0.1
65.06
22.92
9.08
240.47
43.42
25.18
113.37
44.37
46.42
46.16
33.48
31.06
107.3
93.52
44.99
0.1
98.22
73.51
141.21
88.69
100.74
2.27
91.97
1.54
172.76
4.65
64.65
97.81
94.29
87.16
45.83
18.83
39.65
42.51
30.94
0.2
26.94
89.21
26.3
40.84
117.15
55.1
13.46
37.65
96.25
61.83
53.89
186.35
74.83
83.41
49.37
170.53
32.94
25.71
5.74
1.26
134.23
53.28
11.45
84.69
34.51
74.91
59.43
66.54
15.55
21.41
43.95
95.78
31.32
34.85
32.01
66.56
70.59
52.44
122.82
13.05
14.53
42.34
9.77
52.88
40.82
113.39
12.31
100.83
59.44
36.36
66.8
66.57
22.85
63.93
17.25
28.07
25.74
9.64
44.5
84.15
40.16
21.78
58.38
86.77
103.4
117.57
25.5
101.49
35.92
77.46
7.87
34.94
0.5
71.44
68.54
78.92
11.19
39.5
10.27
186.56
53.95
66.78
50.68
38
33.36
82.07
4.56
0.42
47.69
66.88
63.18
35.29
126.06
15.3
67.22
37.83
80.4
57.95
36.07
58.11
88.78
162.21
23.54
16.69
114.65
103.55
30.12
84.28
12.41
83.23
63.04
218.15
40.05
6.11
53.76
104.76
57.8
59.17
91.5
131.98
38.75
99.49
21.82
89.17
51.24
12.52
71.01
24.02
125.38
68.4
20.52
12.48
69.31
121.8
63.39
11.39
41.17
125
78.08
53.85
236.67
93.7
47.65
21.98
0.1
34.04
16.36
117.59
57.03
50.14
0.06
108.23
40.32
63.7
81.05
75.42
19.53
31.63
38.96
61.18
1.11
13.34
59.37
53.08
32.23
2.23
16.12
6.74
160.07
91.15
38.18
28.52
87.26
35.08
56.11
22.45
31.25
43.34
90.69
145.5
378.42
0.64
34.81
90.08
57.06
35.1
62.65
14.09
42.97
6.85
64.61
23.29
103.44
9.29
67.58
31.17
83.25
150.6
16.94
174.97
54.33
20.34
6.88
62.79
27.58
6.82
37.2
29.35
155.58
47.43
39.49
83.84
72.38
8.28
58.92
41.29
181.89
38.34
15.05
0.57
95.97
39.62
24.47
28.25
72.88
56.55
70.27
40.09
39.92
6.54
0.53
22.42
33.33
53.8
45.49
115.35
16.58
1.09
109.24
41
19.11
23.96
20.47
6.97
50.16
75.29
88.58
32.02
47.03
58.83
134.11
51.55
51.16
87.27
17.21
139.65
325.13
27.13
3.44
46.32
64.3
56.99
84.46
65.94
122.4
13.8
83.81
124.7
84.51
3.46
123.14
94.21
12.19
61.37
93.97
35.65
259.97
72.28
107.51
137.31
32.15
97.1
48.96
49.97
36.83
61.56
22.45
6.15
36.6
1.07
77.05
83.71
52.66
114.45
13.71
41.01
72.77
88.89
24.38
82.78
54.7
23.4
44.52
57.83
76.33
50.54
116.9
32.96
51.99
78.37
75.8
10.98
9.93
49.22
72.79
36.87
52.94
51.03
144.32
121.52
97.03
84.38
39.8
83.85
38.08
40.54
14.73
9.64
59.69
35.46
42.67
0.1
62.13
50.87
79.27
41.79
32.12
70.61
9.87
64.8
105.39
18.49
60.58
